"EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","JobInvolvement","PerformanceRating","avg_workings_hours","num_of_leaves","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance"
1898,26,"No","Travel_Frequently","Sales",11,3,"Marketing","Male",2,"Healthcare Representative","Single",22670,1,19,3,7,2,7,0,7,2,3,7.65649219671985,14,3,1,3
1899,41,"No","Travel_Rarely","Research & Development",1,4,"Medical","Male",1,"Research Scientist","Single",195170,2,13,0,20,5,18,2,17,3,3,10.6934712039902,17,4,1,3
1900,36,"No","Travel_Rarely","Research & Development",9,3,"Life Sciences","Female",2,"Healthcare Representative","Single",24360,4,13,0,16,3,11,3,9,1,3,7.14714302818829,20,3,3,3
1901,19,"Yes","Travel_Rarely","Research & Development",15,3,"Life Sciences","Male",2,"Research Scientist","Single",160640,1,15,1,1,3,1,0,0,3,3,10.6170006328681,13,4,2,4
1902,20,"Yes","Travel_Rarely","Research & Development",29,3,"Life Sciences","Female",3,"Laboratory Technician","Single",27070,1,11,0,1,2,1,0,0,3,3,6.17638669295671,16,1,1,3
1903,31,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences","Male",4,"Research Director","Married",190680,0,12,0,10,1,9,8,5,3,3,8.3457758265553,15,4,4,1
1904,40,"No","Travel_Frequently","Sales",1,3,"Marketing","Male",1,"Research Scientist","Divorced",39310,8,19,0,3,2,1,0,0,2,3,8.12179638450208,13,4,2,3
1905,32,"No","Travel_Rarely","Research & Development",24,3,"Life Sciences","Male",4,"Laboratory Technician","Married",37300,1,25,1,8,4,8,6,3,3,4,7.92068534981641,11,3,1,4
1906,36,"Yes","Travel_Rarely","Research & Development",10,3,"Medical","Male",3,"Sales Executive","Married",22320,1,12,1,16,2,16,3,7,3,3,9.81804194472151,9,3,4,3
1907,33,"No","Travel_Rarely","Research & Development",1,4,"Medical","Female",4,"Manufacturing Director","Single",44650,0,13,0,6,3,5,1,4,3,3,6.07607339559387,9,2,4,3
1908,37,"Yes","Travel_Rarely","Sales",10,4,"Marketing","Female",3,"Human Resources","Married",30720,5,14,0,17,3,14,11,7,2,3,6.32960715943884,22,1,3,1
1909,45,"No","Non-Travel","Research & Development",8,1,"Life Sciences","Male",2,"Sales Executive","Married",33190,1,12,1,9,3,9,0,8,3,3,6.31411517704474,9,3,2,2
1910,29,"No","Travel_Frequently","Research & Development",29,1,"Life Sciences","Male",1,"Sales Representative","Married",192020,1,12,0,3,5,3,0,2,3,3,7.64464173638147,3,3,NA,3
1911,35,"No","Travel_Rarely","Human Resources",1,3,"Human Resources","Male",3,"Laboratory Technician","Married",136750,1,15,3,5,5,5,1,0,2,3,6.40953164311085,18,3,3,3
1912,52,"No","Travel_Rarely","Research & Development",5,4,"Other","Male",1,"Laboratory Technician","Married",29110,2,17,2,26,3,9,7,8,3,3,7.0648217504984,5,4,4,NA
1913,58,"Yes","Travel_Rarely","Sales",9,2,"Medical","Female",4,"Sales Executive","Single",59570,4,14,1,7,2,1,0,0,1,3,7.56195707737118,6,4,3,3
1914,53,"No","Travel_Rarely","Research & Development",9,3,"Technical Degree","Male",1,"Manager","Divorced",39200,6,16,1,22,3,17,15,2,3,3,6.55638905993432,20,3,3,4
1915,30,"No","Travel_Rarely","Sales",3,4,"Marketing","Male",1,"Sales Executive","Divorced",64340,5,14,1,10,3,8,7,7,2,3,8.04469620018372,7,3,3,4
1916,38,"No","Non-Travel","Sales",4,3,"Life Sciences","Male",2,"Research Director","Single",100480,1,23,1,6,2,5,1,3,3,4,8.141108987473,8,3,4,3
1917,35,"No","Travel_Rarely","Sales",1,2,"Life Sciences","Female",2,"Healthcare Representative","Divorced",109380,6,14,2,12,2,10,0,8,1,3,7.33376897409192,22,4,4,3
1918,39,"No","Travel_Rarely","Sales",1,1,"Marketing","Male",2,"Research Scientist","Single",23400,0,11,1,9,2,8,0,7,2,3,6.57245661751575,15,1,3,3
1919,40,"Yes","Non-Travel","Research & Development",2,4,"Life Sciences","Male",1,"Human Resources","Single",65450,4,15,0,22,2,1,0,0,3,3,9.51981299742654,18,2,2,2
1920,47,"No","Travel_Frequently","Research & Development",7,4,"Life Sciences","Male",3,"Sales Executive","Divorced",69310,1,11,0,20,3,19,2,7,3,3,10.1293524000016,10,3,3,4
1921,36,"No","Non-Travel","Sales",28,1,"Life Sciences","Male",2,"Research Scientist","Divorced",48980,4,13,1,12,3,7,0,7,3,3,6.80782120018372,7,1,4,3
1922,31,"Yes","Non-Travel","Research & Development",28,4,"Medical","Male",2,"Research Scientist","Single",25930,0,21,0,4,2,3,1,2,3,4,8.23057906424064,13,3,1,3
1923,33,"No","Non-Travel","Sales",15,3,"Other","Male",4,"Research Director","Single",194360,1,19,2,10,4,10,6,0,3,3,7.95047025432263,17,4,3,3
1924,29,"Yes","Travel_Rarely","Human Resources",3,5,"Life Sciences","Male",1,"Sales Executive","Single",27230,6,11,1,3,2,0,0,0,2,3,10.3140324173851,3,4,1,3
1925,33,"No","Travel_Rarely","Research & Development",2,2,"Technical Degree","Male",2,"Laboratory Technician","Single",34790,3,12,0,5,3,3,0,2,3,3,7.55643555345896,18,2,4,3
1926,45,"No","Travel_Rarely","Research & Development",26,1,"Medical","Female",3,"Healthcare Representative","Divorced",27940,3,19,1,8,2,5,0,2,3,3,7.04410740203952,22,4,4,3
1927,50,"No","Travel_Rarely","Sales",10,1,"Life Sciences","Female",1,"Manufacturing Director","Divorced",52490,9,21,2,32,2,5,1,3,2,4,7.43600181525586,15,4,4,2
1928,33,"No","Travel_Frequently","Sales",1,3,"Marketing","Male",2,"Human Resources","Married",21760,1,14,1,6,2,6,1,2,2,3,9.00148012550248,7,3,2,3
1929,41,"No","Travel_Frequently","Sales",11,3,"Other","Male",1,"Laboratory Technician","Divorced",168720,2,15,1,21,2,18,0,11,3,3,7.92730897335423,20,1,3,4
1930,27,"No","Travel_Rarely","Research & Development",20,4,"Other","Male",2,"Manufacturing Director","Married",34850,9,17,2,4,2,2,2,2,3,3,7.13409681824907,5,3,2,3
1931,45,"No","Non-Travel","Sales",2,3,"Medical","Female",1,"Sales Executive","Married",66440,1,12,0,9,3,9,0,8,4,3,8.7196614072283,5,4,1,3
1932,47,"No","Travel_Rarely","Sales",18,4,"Medical","Female",2,"Research Scientist","Single",55820,1,16,0,9,3,9,0,7,3,3,8.05014020000158,9,4,4,3
1933,30,"Yes","Travel_Rarely","Sales",2,3,"Life Sciences","Male",2,"Healthcare Representative","Married",40000,4,12,0,7,5,5,0,1,2,3,10.5037074338098,17,1,3,3
1934,50,"No","Travel_Rarely","Research & Development",1,3,"Technical Degree","Female",2,"Sales Executive","Married",134960,3,18,1,22,3,12,1,5,3,3,9.51464497067552,7,4,3,3
1935,38,"No","Travel_Frequently","Research & Development",13,3,"Technical Degree","Male",1,"Manufacturing Director","Married",32100,0,17,2,3,5,2,0,2,2,3,7.73665491445086,18,3,3,2
1936,46,"No","Travel_Rarely","Research & Development",28,3,"Medical","Female",3,"Human Resources","Divorced",190450,6,11,3,13,2,8,0,7,3,3,6.95270567100427,5,4,3,3
1937,24,"No","Travel_Rarely","Sales",28,3,"Life Sciences","Female",1,"Healthcare Representative","Divorced",118490,1,16,1,5,3,4,3,2,3,3,6.59938765950881,12,4,3,3
1938,35,"Yes","Travel_Rarely","Sales",24,3,"Medical","Male",3,"Healthcare Representative","Divorced",20700,1,13,3,5,1,4,0,2,2,3,9.35439308046749,3,3,2,1
1939,31,"No","Travel_Frequently","Research & Development",5,2,"Technical Degree","Male",2,"Sales Executive","Married",65020,1,12,0,4,3,4,0,3,3,3,6.32218984453903,12,3,1,3
1940,18,"No","Non-Travel","Sales",5,4,"Other","Male",2,"Manager","Single",32300,1,12,1,0,3,0,0,0,3,3,6.37285282879394,21,2,4,3
1941,54,"No","Travel_Rarely","Sales",23,3,"Medical","Female",1,"Laboratory Technician","Married",136030,8,13,1,22,2,10,0,8,3,3,6.64682886833493,11,3,3,3
1942,35,"No","Travel_Rarely","Research & Development",6,4,"Medical","Female",1,"Manufacturing Director","Divorced",119960,1,19,2,16,3,16,10,1,3,3,9.6202331752082,9,3,3,2
1943,30,"No","Travel_Rarely","Research & Development",4,3,"Life Sciences","Female",5,"Healthcare Representative","Married",56050,0,12,1,9,0,8,1,7,2,3,10.1157228345092,5,2,1,2
1944,20,"Yes","Travel_Rarely","Research & Development",2,2,"Life Sciences","Female",2,"Research Scientist","Single",63970,1,17,1,1,3,1,0,0,3,3,8.34507953612479,20,4,1,3
1945,30,"Yes","Travel_Frequently","Research & Development",8,4,"Medical","Male",1,"Sales Executive","Single",191440,0,11,0,4,3,3,1,2,3,3,7.63259692878117,7,2,2,3
1946,26,"No","Travel_Rarely","Sales",1,3,"Marketing","Female",2,"Research Scientist","Married",175840,1,20,0,8,2,8,1,3,3,4,7.97585714212929,16,4,4,3
1947,22,"No","Travel_Rarely","Research & Development",8,3,"Other","Male",2,"Sales Representative","Married",49070,1,21,1,4,2,4,1,1,3,4,7.3442131318155,17,2,1,2
1948,48,"No","Travel_Rarely","Human Resources",2,4,"Medical","Male",2,"Sales Executive","Single",45540,2,11,2,19,3,2,2,2,3,3,8.05373434393035,14,1,3,3
1949,48,"No","Travel_Rarely","Sales",3,3,"Medical","Male",1,"Research Director","Single",54150,7,11,1,27,1,15,4,8,3,3,6.55024562049974,19,3,3,3
1950,41,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",2,"Research Scientist","Single",47410,6,16,0,8,3,2,2,1,3,3,6.95539988961312,5,4,3,3
1951,39,"No","Travel_Rarely","Sales",2,3,"Life Sciences","Male",3,"Human Resources","Married",21150,1,18,0,21,3,21,11,8,4,3,7.13704581898491,4,4,4,3
1952,27,"No","Travel_Rarely","Research & Development",3,3,"Life Sciences","Male",2,"Human Resources","Married",31610,0,13,2,4,0,3,2,2,3,3,7.33917601267376,9,1,4,3
1953,35,"No","Travel_Rarely","Sales",24,3,"Medical","Male",5,"Sales Executive","Divorced",57450,1,17,3,3,4,3,1,2,3,3,6.97770820595908,16,2,4,2
1954,42,"No","Travel_Rarely","Research & Development",23,4,"Other","Male",1,"Research Scientist","Married",23730,6,14,1,21,3,1,0,0,4,3,8.04388314685742,16,4,3,NA
1955,50,"No","Travel_Rarely","Sales",27,3,"Medical","Male",2,"Sales Executive","Married",33100,4,22,1,8,3,1,0,0,4,4,6.23399322586372,19,1,4,3
1956,59,"No","Travel_Rarely","Research & Development",16,4,"Medical","Female",5,"Laboratory Technician","Single",186650,3,12,0,30,3,5,4,3,2,3,10.1317673241208,5,3,4,3
1957,37,"Yes","Travel_Rarely","Sales",15,3,"Marketing","Male",2,"Laboratory Technician","Married",44850,5,11,1,15,2,1,0,0,4,3,6.63991328559828,8,1,2,1
1958,55,"No","Travel_Frequently","Research & Development",26,2,"Life Sciences","Female",2,"Sales Executive","Married",27890,3,13,1,17,2,8,6,7,2,3,8.61701263292673,6,3,2,3
1959,41,"No","Non-Travel","Research & Development",19,1,"Life Sciences","Male",2,"Research Scientist","Divorced",58280,1,13,0,21,0,21,5,10,3,3,6.33787916930483,15,2,3,3
1960,38,"No","Travel_Rarely","Research & Development",24,2,"Other","Female",1,"Laboratory Technician","Single",23260,8,14,0,19,3,1,0,0,4,3,8.42696282131305,7,2,4,3
1961,26,"Yes","Non-Travel","Research & Development",21,1,"Life Sciences","Female",1,"Manufacturing Director","Single",135250,8,17,1,7,4,2,2,2,2,3,7.75035950619548,16,2,1,3
1962,52,"Yes","Travel_Rarely","Research & Development",5,4,"Medical","Female",4,"Human Resources","Married",14200,1,13,1,33,2,32,6,9,4,3,6.06880755537348,9,1,4,3
1963,44,"No","Travel_Rarely","Research & Development",16,3,"Life Sciences","Female",1,"Healthcare Representative","Married",80200,3,11,1,23,2,12,11,11,3,3,10.9145175873839,15,4,4,3
1964,50,"No","Non-Travel","Human Resources",2,2,"Life Sciences","Male",1,"Laboratory Technician","Married",36880,0,11,0,19,3,18,0,13,2,3,6.55550882905409,20,4,3,3
1965,36,"Yes","Travel_Rarely","Sales",2,4,"Technical Degree","Male",4,"Sales Executive","Single",54820,1,18,0,18,3,17,15,14,3,3,7.8150186056263,10,3,1,3
1966,39,"No","Travel_Frequently","Sales",11,3,"Marketing","Male",1,"Sales Executive","Single",160150,1,11,0,21,3,21,2,8,4,3,10.8313736256427,17,4,1,3
1967,33,"No","Non-Travel","Sales",9,2,"Technical Degree","Male",5,"Sales Representative","Single",12000,0,11,1,3,3,2,2,2,3,3,7.61809221073609,15,2,4,2
1968,45,"No","Travel_Rarely","Research & Development",7,2,"Other","Male",1,"Human Resources","Married",56610,3,12,0,26,2,9,1,1,2,3,7.44342182966223,12,4,4,4
1969,32,"No","Non-Travel","Research & Development",15,3,"Medical","Male",2,"Manager","Single",69290,9,20,0,10,6,8,7,7,1,4,7.27143496026528,15,4,3,3
1970,34,"No","Travel_Rarely","Sales",6,4,"Marketing","Male",2,"Research Director","Divorced",96130,0,12,1,16,5,15,0,9,2,3,7.13709945891416,16,2,4,2
1971,59,"No","Travel_Rarely","Research & Development",5,3,"Life Sciences","Male",2,"Research Scientist","Married",56740,3,12,0,14,6,6,0,4,3,3,8.13525526331222,6,2,4,1
1972,45,"No","Travel_Rarely","Research & Development",16,1,"Medical","Male",2,"Sales Executive","Single",54840,1,20,3,6,6,6,0,4,3,4,6.75041059211041,6,2,2,3
1973,53,"No","Travel_Frequently","Sales",8,2,"Medical","Male",2,"Research Scientist","Married",120610,2,20,1,30,2,15,6,12,4,4,7.84026118563384,19,3,2,3
1974,36,"Yes","Travel_Rarely","Research & Development",7,2,"Life Sciences","Female",1,"Research Scientist","Divorced",56600,7,12,0,9,3,1,0,0,3,3,6.13556654911181,20,1,3,2
1975,26,"Yes","Travel_Frequently","Sales",2,3,"Life Sciences","Male",2,"Research Scientist","Married",48210,6,14,2,6,2,3,1,2,3,3,8.22922830400886,7,1,1,3
1976,34,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences","Male",1,"Sales Representative","Married",64100,1,13,1,1,5,1,0,0,2,3,9.21794594785101,3,3,3,3
1977,28,"No","Travel_Rarely","Research & Development",10,3,"Other","Male",2,"Sales Representative","Married",52100,1,15,0,1,1,1,0,0,4,3,7.87146874116733,7,4,2,3
1978,38,"No","Travel_Frequently","Sales",9,4,"Medical","Male",2,"Research Scientist","Married",26950,3,14,1,8,4,2,2,2,1,3,7.61030319357367,9,3,3,3
1979,50,"No","Travel_Rarely","Research & Development",5,4,"Life Sciences","Male",1,"Sales Executive","Married",118780,2,13,1,29,2,8,7,7,3,3,9.61667578656068,3,2,3,2
1980,37,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences","Male",1,"Laboratory Technician","Single",170680,3,23,0,8,6,4,0,1,3,4,7.35030788103613,19,4,2,2
1981,40,"No","Travel_Rarely","Human Resources",2,3,"Medical","Male",5,"Sales Executive","Married",24550,1,15,1,8,2,7,7,5,3,3,6.1309857970777,23,3,1,2
1982,26,"No","Travel_Frequently","Research & Development",3,3,"Medical","Male",2,"Laboratory Technician","Divorced",139640,1,11,2,5,1,5,1,3,2,3,7.74260128108017,12,1,3,3
1983,46,"No","Travel_Rarely","Research & Development",2,1,"Medical","Female",3,"Research Scientist","Divorced",49410,9,13,2,23,2,2,2,2,2,3,7.45600796859662,9,4,4,3
1984,54,"No","Travel_Rarely","Research & Development",5,3,"Medical","Female",2,"Manufacturing Director","Married",24780,6,11,0,13,0,9,7,0,3,3,7.70305572660099,20,3,3,3
1985,56,"No","Travel_Frequently","Research & Development",1,2,"Life Sciences","Female",2,"Manufacturing Director","Married",52280,2,11,0,18,4,5,0,3,3,3,6.95138324295837,12,1,3,3
1986,36,"No","Travel_Rarely","Research & Development",4,2,"Life Sciences","Female",2,"Human Resources","Single",44780,0,18,1,15,3,14,7,8,3,3,6.66285123196381,16,4,4,2
1987,55,"No","Non-Travel","Research & Development",2,3,"Medical","Female",2,"Manager","Single",75470,7,16,0,31,2,9,6,2,2,3,6.12918959726933,7,3,1,4
1988,43,"No","Travel_Rarely","Sales",25,2,"Life Sciences","Male",3,"Research Scientist","Divorced",50550,5,22,0,18,2,1,0,0,2,4,7.95319227619209,13,3,4,3
1989,20,"Yes","Travel_Frequently","Sales",8,3,"Marketing","Male",3,"Sales Executive","Single",34640,1,20,0,2,3,2,0,2,2,4,9.15707879265699,15,4,4,3
1990,21,"Yes","Travel_Rarely","Research & Development",1,4,"Life Sciences","Male",1,"Manager","Single",57750,1,18,0,1,2,1,1,0,3,3,6.69236187026168,16,3,1,2
1991,46,"No","Travel_Rarely","Sales",12,3,"Marketing","Female",3,"Healthcare Representative","Divorced",89430,8,12,1,19,6,16,1,7,3,3,10.9807734039018,6,4,1,3
1992,51,"Yes","Travel_Rarely","Sales",23,3,"Medical","Female",2,"Research Scientist","Married",192720,9,20,0,18,2,10,2,7,3,4,8.71491387971794,16,1,3,4
1993,28,"Yes","Non-Travel","Research & Development",19,4,"Life Sciences","Female",4,"Laboratory Technician","Single",52380,1,17,1,10,4,10,1,9,2,3,7.43032233861724,7,2,1,2
1994,26,"No","Travel_Rarely","Research & Development",5,4,"Medical","Female",2,"Sales Executive","Married",46820,1,11,1,6,3,5,1,3,1,3,7.52864428761541,7,1,1,3
1995,30,"No","Travel_Rarely","Research & Development",8,3,"Medical","Female",1,"Sales Executive","Married",183000,0,14,0,7,6,6,0,2,3,3,6.28872918621472,6,3,1,2
1996,41,"No","Travel_Rarely","Sales",1,4,"Life Sciences","Female",1,"Research Director","Married",52570,1,14,0,10,2,10,0,8,4,3,7.92826939073479,4,2,3,3
1997,38,"No","Travel_Rarely","Research & Development",5,3,"Technical Degree","Male",1,"Sales Executive","Married",63490,NA,11,0,20,3,19,1,9,3,3,7.33008660931464,10,3,3,2
1998,40,"No","Travel_Rarely","Sales",1,4,"Marketing","Male",1,"Sales Executive","Married",48690,4,12,0,14,2,11,11,1,3,3,7.96017629106546,16,1,4,3
1999,27,"No","Non-Travel","Sales",11,3,"Technical Degree","Female",2,"Laboratory Technician","Married",99850,1,14,1,3,3,3,1,2,2,3,8.02598210132759,8,1,3,3
2000,55,"No","Travel_Frequently","Research & Development",23,5,"Life Sciences","Male",3,"Laboratory Technician","Married",36970,3,13,1,23,1,3,1,2,3,3,6.74937803287578,9,4,2,3
2001,28,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences","Male",2,"Healthcare Representative","Single",74570,3,11,2,10,1,8,1,7,4,3,6.61419756630394,7,3,3,4
2002,44,"Yes","Travel_Rarely","Research & Development",18,4,"Life Sciences","Female",2,"Sales Executive","Married",21190,9,15,0,24,3,20,3,6,3,3,6.22346096950623,20,2,1,3
2003,33,"No","Travel_Rarely","Sales",23,4,"Marketing","Female",4,"Sales Executive","Divorced",39830,4,12,0,9,3,3,1,2,3,3,6.42766796172492,6,4,4,3
2004,35,"Yes","Travel_Rarely","Sales",7,4,"Life Sciences","Male",3,"Sales Representative","Single",61180,0,21,1,9,3,8,4,7,2,4,9.80205315387649,13,4,1,3
2005,33,"Yes","Travel_Frequently","Research & Development",1,2,"Life Sciences","Female",1,"Sales Executive","Single",62140,1,19,2,14,3,13,3,8,3,3,7.81479668751872,8,1,3,3
2006,28,"No","Travel_Rarely","Human Resources",1,1,"Human Resources","Male",2,"Research Scientist","Divorced",63470,1,15,1,4,2,4,2,2,3,3,6.75461378857039,8,1,3,2
2007,34,"No","Travel_Frequently","Sales",29,4,"Marketing","Male",1,"Research Scientist","Single",115100,0,14,1,7,5,6,0,4,3,3,6.76669229426086,11,1,4,2
2008,37,"No","Travel_Rarely","Research & Development",7,4,"Life Sciences","Male",4,"Sales Executive","Divorced",71430,2,21,0,8,6,1,0,0,2,4,10.6051108200558,5,4,4,3
2009,25,"Yes","Travel_Rarely","Human Resources",25,4,"Human Resources","Female",2,"Research Scientist","Married",82680,1,12,0,7,3,7,5,6,2,3,10.8768704593237,15,4,4,4
2010,26,"Yes","Travel_Rarely","Sales",8,2,"Marketing","Male",2,"Sales Executive","Divorced",80950,1,15,0,1,3,1,0,0,4,3,7.82710182298035,16,1,3,2
2011,33,"Yes","Travel_Rarely","Research & Development",8,2,"Life Sciences","Male",4,"Manufacturing Director","Single",29040,4,13,0,5,2,2,2,2,3,3,10.2321717749003,4,1,2,3
2012,42,"No","Travel_Rarely","Research & Development",11,1,"Life Sciences","Male",4,"Research Scientist","Married",60320,0,14,0,23,2,22,13,7,2,3,6.85268955721003,9,4,1,3
2013,28,"Yes","Travel_Frequently","Research & Development",7,3,"Life Sciences","Male",2,"Manager","Divorced",29760,1,14,0,1,3,1,0,0,3,3,6.33068008163805,12,1,2,3
2014,50,"Yes","Travel_Frequently","Research & Development",1,4,"Medical","Male",2,"Research Scientist","Single",159920,3,14,0,5,3,0,0,0,3,3,10.5230062879489,15,4,3,3
2015,33,"No","Travel_Frequently","Sales",9,3,"Medical","Female",2,"Research Scientist","Married",46490,0,12,0,4,2,3,0,2,2,3,8.04331365807817,13,4,2,3
2016,34,"No","Non-Travel","Sales",1,1,"Marketing","Female",2,"Research Director","Married",26960,3,23,0,6,3,0,0,0,3,4,7.14645254222379,6,3,4,3
2017,48,"No","Non-Travel","Sales",2,1,"Life Sciences","Male",2,"Sales Executive","Single",23700,2,11,0,27,3,5,2,1,3,3,6.24928453653646,15,1,4,NA
2018,45,"No","Non-Travel","Research & Development",1,3,"Medical","Female",2,"Human Resources","Married",125040,1,12,1,15,2,15,4,12,3,3,6.07146051433999,10,2,3,3
2019,52,"No","Travel_Rarely","Sales",1,3,"Life Sciences","Male",1,"Sales Executive","Single",59740,7,18,1,18,6,8,4,0,3,3,8.04932677037203,20,2,2,3
2020,38,"No","Travel_Rarely","Research & Development",6,2,"Medical","Male",1,"Research Scientist","Divorced",47360,0,11,1,9,3,8,2,7,2,3,10.7048630039666,10,3,3,3
2021,29,"No","Travel_Rarely","Research & Development",8,3,"Medical","Female",4,"Research Scientist","Divorced",52960,4,14,0,11,3,7,1,7,4,3,6.36269938779756,7,3,4,3
2022,28,"No","Travel_Rarely","Human Resources",1,3,"Human Resources","Female",4,"Laboratory Technician","Divorced",67810,0,15,1,10,2,9,1,7,3,3,6.9542594281118,17,4,2,2
